,Section,Class NBR,Instructor Name,A,B,C,D,F,AU,P,NG,W,I,IP,Pending,Total,Raw,Average,Median,Mode,σ,Semester,Classes
GLG 435,001,2043,"Duebendorfer,Ernest M",7,12,8,2,0,0,0,0,1,0,0,0,30,2.828,3,3,0.8891796185747117,,Fall 2017,GLG 435
GLG 451,001,1836,"Springer,Abraham E",11,6,0,0,1,0,0,0,0,0,0,0,18,3.444,4.0,4,0.9835244081556433,,Fall 2017,GLG 451
GLG 470,001,2325,"Reid,Mary/Porter,Ryan",5,6,4,0,0,0,0,0,1,0,0,0,16,3.067,3,3,0.7988086367179802,,Fall 2017,GLG 470
GLG 470,002,3360,"Reid,Mary/Porter,Ryan",4,6,1,0,0,0,0,0,0,0,0,0,11,3.273,3,3,0.6466697906828632,,Fall 2017,GLG 470
GLG 101,001,3542,"Porter,Ryan",13,20,5,2,4,0,0,0,2,0,0,0,46,2.818,3.0,3,1.186606011546578,,Spring 2018,GLG 101
GLG 102,001,2806,"Wittke,James Henry",9,17,15,1,1,0,0,0,1,0,0,0,44,2.744,3,3,0.9021937088963173,,Spring 2018,GLG 102
GLG 103,A,2807,"Porter,Ryan",8,5,0,1,0,0,0,0,1,0,0,0,15,3.429,4.0,4,0.8516306272526402,,Spring 2018,GLG 103
GLG 103,B,2808,"Porter,Ryan",11,1,0,0,2,0,0,0,0,0,0,0,14,3.357,4.0,4,1.4468609447374663,,Spring 2018,GLG 103
GLG 103,C,6271,"Porter,Ryan",2,10,1,0,2,0,0,0,1,0,0,0,16,2.667,3,3,1.1751393027860062,,Spring 2018,GLG 103
GLG 104,A,2809,"Wittke,James Henry",6,4,1,0,1,0,0,0,0,0,0,0,12,3.167,3.5,4,1.1934162828797101,,Spring 2018,GLG 104
GLG 104,B,3408,"Wittke,James Henry",4,9,2,0,1,0,0,0,0,0,0,0,16,2.938,3.0,3,0.9979144919948469,,Spring 2018,GLG 104
GLG 104,C,4900,"Wittke,James Henry",4,8,3,0,0,0,0,0,1,0,0,0,16,3.067,3,3,0.7037315505489968,,Spring 2018,GLG 104
GLG 112,001,2810,"Thompson,Lisa Anne",32,53,29,5,4,0,0,0,0,0,0,0,123,2.846,3,3,0.9669329602374178,,Spring 2018,GLG 112
GLG 112,002,2906,"Thompson,Lisa Anne",13,55,37,5,6,0,0,0,8,0,0,0,124,2.552,3.0,3,0.9357148170733189,,Spring 2018,GLG 112
GLG 112,003,3022,"Winsor,Kelsey",27,34,39,8,7,0,0,0,5,0,0,0,120,2.574,3,2,1.1086649911256663,,Spring 2018,GLG 112
GLG 112,004,3030,"Winsor,Kelsey",17,48,42,9,6,0,0,0,1,0,0,0,123,2.5,3.0,3,0.98961550259442,,Spring 2018,GLG 112
GLG 112,005,3042,"Wolkowinsky,Amy J",18,45,38,15,6,0,0,0,1,0,0,0,123,2.443,3.0,3,1.0448550085492216,,Spring 2018,GLG 112
GLG 112,006,3088,"Winsor,Kelsey",13,42,42,11,8,0,0,0,6,0,0,0,122,2.353,2.0,3,1.032130008198138,,Spring 2018,GLG 112
GLG 112,007,4354,"Wolkowinsky,Amy J",19,49,32,12,5,0,0,0,7,0,0,0,124,2.556,3,3,1.0208553246517018,,Spring 2018,GLG 112
GLG 112L,001,2811,"Wheeler,Benjamin Harold",17,2,2,0,2,0,0,0,1,0,0,0,24,3.391,4,4,1.2335879094879225,,Spring 2018,GLG 112L
GLG 112L,002,4375,"Lodes,Emma Bilger",21,4,1,0,0,0,0,0,1,0,0,0,27,3.769,4.0,4,0.5144077999169381,,Spring 2018,GLG 112L
GLG 112L,003,2812,"Morgan,Katherine S",14,6,0,2,1,0,0,0,0,0,0,0,23,3.304,4,4,1.1455361035021452,,Spring 2018,GLG 112L
GLG 112L,004,4376,"Demircan,Barbaros",23,2,0,0,0,0,0,0,1,0,0,0,26,3.92,4,4,0.27688746209726917,,Spring 2018,GLG 112L
GLG 112L,005,2813,"Petersen,Cameron",26,0,0,0,0,0,0,0,0,0,0,0,26,4,4.0,4,0.0,,Spring 2018,GLG 112L
GLG 112L,006,4377,"Beers,Rebecca Louise",13,8,0,1,1,0,0,0,3,0,0,0,26,3.348,4,4,1.0272954630384807,,Spring 2018,GLG 112L
GLG 112L,007,2814,"Haddon,Allison",20,3,0,0,0,0,0,0,0,0,0,0,23,3.87,4,4,0.34435022157509093,,Spring 2018,GLG 112L
GLG 112L,008,4378,"Petersen,Cameron",23,0,0,0,0,0,0,0,0,0,0,0,23,4,4,4,0.0,,Spring 2018,GLG 112L
GLG 112L,009,2815,"Petersen,Cameron",24,1,0,0,0,0,0,0,1,0,0,0,26,3.96,4,4,0.2,,Spring 2018,GLG 112L
GLG 112L,010,4379,"Wiman,Charlotte",22,2,2,0,0,0,0,0,1,0,0,0,27,3.769,4.0,4,0.5870395085642742,,Spring 2018,GLG 112L
GLG 112L,011,2907,"Conrad,Daniel R",19,5,2,0,0,0,0,0,0,0,0,0,26,3.654,4.0,4,0.6287961636211018,,Spring 2018,GLG 112L
GLG 112L,012,4380,"Demircan,Barbaros",18,4,0,0,0,0,0,0,1,0,0,0,23,3.818,4.0,4,0.39477101697586137,,Spring 2018,GLG 112L
GLG 112L,013,2908,"Rees,Shannon K",13,4,3,0,1,0,0,0,0,0,0,0,21,3.333,4,4,1.0645812948447542,,Spring 2018,GLG 112L
GLG 112L,014,4381,"Ellerbroek,Rebecca Anne",11,5,2,0,3,0,0,0,3,0,0,0,24,3,4,4,1.4142135623730951,,Spring 2018,GLG 112L
GLG 112L,015,2909,"Ellerbroek,Rebecca Anne",23,2,0,1,0,0,0,0,0,0,0,0,26,3.808,4.0,4,0.6336706254344299,,Spring 2018,GLG 112L
GLG 112L,016,4382,"Wiman,Charlotte",9,4,2,0,6,0,0,0,1,0,0,0,22,2.476,3,4,1.7210185245675775,,Spring 2018,GLG 112L
GLG 112L,017,2953,"Morgan,Katherine S",18,6,1,0,0,0,0,0,0,0,0,0,25,3.68,4,4,0.5567764362830022,,Spring 2018,GLG 112L
GLG 112L,018,4374,"Webster,Cole E",8,10,3,0,2,0,0,0,0,0,0,0,23,2.957,3,3,1.1472600113299678,,Spring 2018,GLG 112L
GLG 112L,019,2954,"Beers,Rebecca Louise",18,3,0,1,0,0,0,0,1,0,0,0,23,3.727,4.0,4,0.7025001733142089,,Spring 2018,GLG 112L
GLG 112L,020,3023,"Beers,Rebecca Louise",22,1,0,0,0,0,0,0,0,0,0,0,23,3.957,4,4,0.20851441405707477,,Spring 2018,GLG 112L
GLG 112L,021,3024,"Haddon,Allison",19,4,1,0,1,0,0,0,1,0,0,0,26,3.6,4,4,0.9128709291752769,,Spring 2018,GLG 112L
GLG 112L,022,3026,"Webster,Cole E",10,8,2,0,3,0,0,0,0,0,0,0,23,2.957,3,4,1.330695678260921,,Spring 2018,GLG 112L
GLG 112L,023,5092,"Haddon,Allison",12,4,2,2,2,0,0,0,1,0,0,0,23,3,4.0,4,1.3801311186847085,,Spring 2018,GLG 112L
GLG 112L,024,3052,"Wheeler,Benjamin Harold",20,1,1,0,3,0,0,0,1,0,0,0,26,3.4,4,4,1.35400640077266,,Spring 2018,GLG 112L
GLG 112L,025,3089,"Ellerbroek,Rebecca Anne",12,8,2,0,0,0,0,0,1,0,0,0,23,3.455,4.0,4,0.6709817063202619,,Spring 2018,GLG 112L
GLG 112L,026,3097,"Conrad,Daniel R",13,6,3,0,0,0,0,0,1,0,0,0,23,3.455,4.0,4,0.7385489458759964,,Spring 2018,GLG 112L
GLG 112L,027,3098,"Demircan,Barbaros",15,7,2,1,0,0,0,0,1,0,0,0,26,3.44,4,4,0.8205689083394114,,Spring 2018,GLG 112L
GLG 112L,028,3099,"Conrad,Daniel R",14,4,3,0,2,0,0,0,0,0,0,0,23,3.217,4,4,1.2415723806063765,,Spring 2018,GLG 112L
GLG 112L,029,3100,"Rees,Shannon K",13,4,2,1,1,0,0,0,2,0,0,0,23,3.286,4,4,1.1464230084422218,,Spring 2018,GLG 112L
GLG 112L,030,3101,"Morgan,Katherine S",5,10,4,1,1,0,0,0,0,0,0,0,21,2.81,3,3,1.030487633067356,,Spring 2018,GLG 112L
GLG 112L,031,3607,"Rees,Shannon K",19,4,1,0,1,0,0,0,0,0,0,0,25,3.6,4,4,0.9128709291752769,,Spring 2018,GLG 112L
GLG 112L,032,3608,"Lodes,Emma Bilger",14,7,2,0,0,0,0,0,0,0,0,0,23,3.522,4,4,0.6653478391304605,,Spring 2018,GLG 112L
GLG 112L,033,3609,"Wiman,Charlotte",17,3,3,0,0,0,0,0,3,0,0,0,26,3.609,4,4,0.7223151185146152,,Spring 2018,GLG 112L
GLG 112L,034,3790,"Lodes,Emma Bilger",13,6,3,0,0,0,0,0,1,0,0,0,23,3.455,4.0,4,0.7385489458759964,,Spring 2018,GLG 112L
GLG 112L,035,4373,"Webster,Cole E",9,10,4,0,0,0,0,0,0,0,0,0,23,3.217,3,3,0.7358681786057778,,Spring 2018,GLG 112L
GLG 115,001,7096,"Kaufman,Darrell S",0,7,10,0,5,0,0,0,1,0,0,0,23,1.864,2.0,2,1.1252705302431794,,Spring 2018,GLG 115
GLG 240,001,2816,"Thompson,Lisa Anne",9,12,8,0,1,0,0,0,3,0,0,0,33,2.933,3.0,3,0.9444331755018487,,Spring 2018,GLG 240
GLG 304,001,7182,"Sample,James Clifford",2,6,4,0,0,0,0,0,0,0,0,0,12,2.833,3.0,3,0.7177405625652734,,Spring 2018,GLG 304
GLG 315,001,2818,"Reid,Mary",6,13,9,0,0,0,0,0,1,0,0,0,29,2.893,3.0,3,0.7373267889143821,,Spring 2018,GLG 315
GLG 324,001,2820,"Smith,Michael Elliot",18,15,0,0,0,0,0,0,1,0,0,0,34,3.545,4,4,0.5056498968474316,,Spring 2018,GLG 324
GLG 350W,001,2952,"Elliott,David Kenneth",10,5,3,0,0,0,0,0,1,0,0,0,19,3.389,4.0,4,0.7775443160352294,,Spring 2018,GLG 350W
GLG 350W,002,3806,"Elliott,David Kenneth",9,5,1,0,0,0,0,0,0,0,0,0,15,3.533,4,4,0.6399404734221844,,Spring 2018,GLG 350W
GLG 440C,001,2989,"Porter,Ryan/Ort,Michael Harold/Duebendorfer,Ernest M/Smith,Michael Elliot",9,11,8,0,0,0,0,0,0,0,0,0,28,3.036,3.0,3,0.7926581093427848,,Spring 2018,GLG 440C
GLG 485,008,4529,"Riggs,Nancy Rosalind",0,0,0,0,0,0,11,0,0,0,0,0,11,,,,,,Spring 2018,GLG 485
GLG 101,001,1756,"Ort,Michael Harold",16,23,15,9,7,0,0,0,2,0,0,0,72,2.457,3.0,3,1.2590048322789962,,Fall 2018,GLG 101
GLG 102,001,1757,"Umhoefer,Paul John",6,6,0,0,1,0,0,0,0,0,0,0,13,3.231,3,4,1.0919284281983377,,Fall 2018,GLG 102
GLG 103,A,1758,"Ort,Michael Harold",6,7,3,1,1,0,0,0,1,0,0,0,19,2.889,3.0,3,1.1318329168362207,,Fall 2018,GLG 103
GLG 103,B,1759,"Ort,Michael Harold",12,3,1,1,0,0,0,0,0,0,0,0,17,3.529,4,4,0.8744746321952062,,Fall 2018,GLG 103
GLG 103,C,2071,"Ort,Michael Harold",10,5,0,1,0,0,0,0,1,0,0,0,17,3.5,4.0,4,0.816496580927726,,Fall 2018,GLG 103
GLG 103,D,2716,"Ort,Michael Harold",6,9,0,2,0,0,0,0,0,0,0,0,17,3.118,3,3,0.9275204136012635,,Fall 2018,GLG 103
GLG 104,A,1755,"Umhoefer,Paul John",8,4,0,0,1,0,0,0,0,0,0,0,13,3.385,4,4,1.12089707663561,,Fall 2018,GLG 104
GLG 112,001,1760,"Wolkowinsky,Amy J",37,49,28,6,3,0,0,0,0,0,0,0,123,2.902,3,3,0.97016674370737,,Fall 2018,GLG 112
GLG 112,002,1941,"Wolkowinsky,Amy J",27,49,25,6,9,0,0,0,3,0,0,0,119,2.681,3.0,3,1.1236519492923178,,Fall 2018,GLG 112
GLG 112,003,2011,"Winsor,Kelsey",27,59,24,6,8,0,0,0,0,0,0,0,124,2.734,3.0,3,1.0600572999372606,,Fall 2018,GLG 112
GLG 112,004,2039,"Thompson,Lisa Anne",37,60,15,5,5,0,0,0,2,0,0,0,124,2.975,3.0,3,0.9830221133191018,,Fall 2018,GLG 112
GLG 112,005,2072,"Thompson,Lisa Anne",26,56,23,9,8,0,0,0,1,0,0,0,123,2.68,3.0,3,1.0929253597692872,,Fall 2018,GLG 112
GLG 112,006,2455,"Winsor,Kelsey",25,41,35,14,6,0,0,0,2,0,0,0,123,2.537,3,3,1.0957594194138418,,Fall 2018,GLG 112
GLG 112,007,3561,"Ellerbroek,Rebecca Anne",35,47,12,7,11,0,0,0,5,0,0,0,117,2.786,3.0,3,1.2333837688390104,,Fall 2018,GLG 112
GLG 112,008,4159,"Winsor,Kelsey",34,51,19,14,4,0,0,0,1,0,0,0,123,2.795,3.0,3,1.0751784367777288,,Fall 2018,GLG 112
GLG 112L,001,1761,"Lodes,Emma Bilger",16,5,2,0,3,0,0,0,1,0,0,0,27,3.192,4.0,4,1.3272296189953197,,Fall 2018,GLG 112L
GLG 112L,002,3572,"Wiman,Charlotte",15,4,4,1,2,0,0,0,2,0,0,0,28,3.115,4.0,4,1.275207373784298,,Fall 2018,GLG 112L
GLG 112L,003,1762,"Vote,Kelly Kathleen",17,5,1,0,0,0,0,0,0,0,0,0,23,3.696,4,4,0.5587959953568722,,Fall 2018,GLG 112L
GLG 112L,004,3573,"Park,Rhys",19,4,0,0,0,0,0,0,0,0,0,0,23,3.826,4,4,0.38755338788158983,,Fall 2018,GLG 112L
GLG 112L,005,1763,"Lodes,Emma Bilger",22,1,3,1,0,0,0,0,1,0,0,0,28,3.63,4,4,0.8388704928078611,,Fall 2018,GLG 112L
GLG 112L,006,3574,"Wiman,Charlotte",21,4,2,0,1,0,0,0,0,0,0,0,28,3.571,4.0,4,0.9200874124564723,,Fall 2018,GLG 112L
GLG 112L,007,1764,"Vote,Kelly Kathleen",20,1,0,0,1,0,0,0,0,0,0,0,22,3.773,4.0,4,0.8691439785278705,,Fall 2018,GLG 112L
GLG 112L,008,3577,"Park,Rhys",18,6,3,0,1,0,0,0,0,0,0,0,28,3.429,4.0,4,0.959497222838566,,Fall 2018,GLG 112L
GLG 112L,009,1765,"Petersen,Cameron",21,0,0,0,2,0,0,0,0,0,0,0,23,3.652,4,4,1.1524162620801215,,Fall 2018,GLG 112L
GLG 112L,010,3576,"Stevens,Peter Aaron",25,2,0,1,0,0,0,0,0,0,0,0,28,3.821,4.0,4,0.6118321864193027,,Fall 2018,GLG 112L
GLG 112L,011,1942,"Petersen,Cameron",21,1,0,0,0,0,0,0,0,0,0,0,22,3.955,4.0,4,0.21320071635561044,,Fall 2018,GLG 112L
GLG 112L,012,3759,"Joerger,Sarah",15,3,2,2,1,0,0,0,0,0,0,0,23,3.261,4,4,1.2142109785351378,,Fall 2018,GLG 112L
GLG 112L,013,1943,"Petersen,Cameron",18,5,2,0,1,0,0,0,2,0,0,0,28,3.5,4.0,4,0.9486832980505138,,Fall 2018,GLG 112L
GLG 112L,014,3760,"Park,Rhys",14,5,5,0,1,0,0,0,1,0,0,0,26,3.24,4,4,1.0519822558706333,,Fall 2018,GLG 112L
GLG 112L,015,1944,"Pringle,Claire Kathleen",16,6,1,0,0,0,0,0,0,0,0,0,23,3.652,4,4,0.5727680517510726,,Fall 2018,GLG 112L
GLG 112L,016,3985,"Lizzo,Christina Nicole",14,5,1,1,0,0,0,0,0,0,0,0,21,3.524,4,4,0.8135752957807666,,Fall 2018,GLG 112L
GLG 112L,017,1947,"Hicks,Cyanna Lee",18,6,3,0,1,0,0,0,0,0,0,0,28,3.429,4.0,4,0.959497222838566,,Fall 2018,GLG 112L
GLG 112L,018,1948,"Riche,Alexis Taylor",22,4,1,0,1,0,0,0,0,0,0,0,28,3.643,4.0,4,0.8698354767504926,,Fall 2018,GLG 112L
GLG 112L,019,2012,"Rees,Shannon K",18,4,0,0,0,0,0,0,1,0,0,0,23,3.818,4.0,4,0.39477101697586137,,Fall 2018,GLG 112L
GLG 112L,020,2013,"Stevens,Peter Aaron",19,6,0,0,1,0,0,0,1,0,0,0,27,3.615,4.0,4,0.8521466107154603,,Fall 2018,GLG 112L
GLG 112L,021,2050,"Lizzo,Christina Nicole",21,5,2,0,0,0,0,0,0,0,0,0,28,3.679,4.0,4,0.6118321864193027,,Fall 2018,GLG 112L
GLG 112L,022,2051,"Pringle,Claire Kathleen",18,5,0,0,0,0,0,0,0,0,0,0,23,3.783,4,4,0.42174116783664994,,Fall 2018,GLG 112L
GLG 112L,023,2073,"Lizzo,Christina Nicole",20,5,1,0,1,0,0,0,0,0,0,0,27,3.593,4,4,0.8883545402449347,,Fall 2018,GLG 112L
GLG 112L,024,2074,"Soder,Adrienne B",18,8,1,1,0,0,0,0,0,0,0,0,28,3.536,4.0,4,0.7444681351359534,,Fall 2018,GLG 112L
GLG 112L,025,2083,"Vote,Kelly Kathleen",20,1,0,0,0,0,0,0,1,0,0,0,22,3.952,4,4,0.21821789023599236,,Fall 2018,GLG 112L
GLG 112L,026,2084,"Pringle,Claire Kathleen",20,3,1,0,3,0,0,0,0,0,0,0,27,3.37,4,4,1.3052600138300812,,Fall 2018,GLG 112L
GLG 112L,027,2085,"Wiman,Charlotte",18,2,1,1,0,0,0,0,1,0,0,0,23,3.682,4.0,4,0.7798878818298873,,Fall 2018,GLG 112L
GLG 112L,028,2094,"Soder,Adrienne B",18,3,1,0,1,0,0,0,0,0,0,0,23,3.609,4,4,0.9409439377939295,,Fall 2018,GLG 112L
GLG 112L,029,2528,"Rees,Shannon K",17,4,0,0,2,0,0,0,0,0,0,0,23,3.478,4,4,1.1626601636447695,,Fall 2018,GLG 112L
GLG 112L,030,2833,"Stevens,Peter Aaron",18,2,2,0,1,0,0,0,0,0,0,0,23,3.565,4,4,0.9920633665850978,,Fall 2018,GLG 112L
GLG 112L,031,2832,"Swanson,Riley K",22,5,0,0,1,0,0,0,0,0,0,0,28,3.679,4.0,4,0.8189230248533256,,Fall 2018,GLG 112L
GLG 112L,032,3391,"Soder,Adrienne B",11,10,0,1,1,0,0,0,0,0,0,0,23,3.261,3,4,1.009833078211346,,Fall 2018,GLG 112L
GLG 112L,033,3575,"Joerger,Sarah",18,8,1,1,0,0,0,0,0,0,0,0,28,3.536,4.0,4,0.7444681351359534,,Fall 2018,GLG 112L
GLG 112L,034,3571,"Joerger,Sarah",16,7,2,0,2,0,0,0,1,0,0,0,28,3.296,4,4,1.137298242963249,,Fall 2018,GLG 112L
GLG 112L,035,4702,"Lodes,Emma Bilger",15,4,2,1,0,0,0,0,0,0,0,0,22,3.5,4.0,4,0.8591246929842246,,Fall 2018,GLG 112L
GLG 112L,036,4703,"Riche,Alexis Taylor",17,4,1,0,1,0,0,0,0,0,0,0,23,3.565,4,4,0.945135245565981,,Fall 2018,GLG 112L
GLG 112L,037,4704,"Riche,Alexis Taylor",16,4,1,0,1,0,0,0,1,0,0,0,23,3.545,4.0,4,0.9625003513801574,,Fall 2018,GLG 112L
GLG 112L,038,4705,"Rees,Shannon K",18,6,2,0,2,0,0,0,0,0,0,0,28,3.357,4.0,4,1.1292175499576134,,Fall 2018,GLG 112L
GLG 115,001,5860,"McKay,Nicholas P",2,3,2,1,3,0,0,0,2,0,0,0,13,2,2,3,1.5491933384829668,,Fall 2018,GLG 115
GLG 208,002,10062,"Sample,James Clifford",0,0,0,0,2,0,18,0,0,0,0,0,20,0,0.0,0,0.0,,Fall 2018,GLG 208
GLG 225,001,2014,"Elliott,David Kenneth",4,16,9,1,3,0,0,0,0,0,0,0,33,2.515,3,3,1.0642254261084714,,Fall 2018,GLG 225
GLG 240,002,2425,"Thompson,Lisa Anne",6,6,5,2,1,0,0,0,1,0,0,0,21,2.7,3.0,4,1.1742858972247996,,Fall 2018,GLG 240
GLG 259,001,1769,"Joyal,Taylor Joseph",10,7,7,1,1,0,0,0,0,0,0,0,26,2.923,3.0,4,1.0926326710501355,,Fall 2018,GLG 259
GLG 259L,001,4544,"Joyal,Taylor Joseph",17,3,3,0,2,0,0,0,0,0,0,0,25,3.32,4,4,1.2151817422372122,,Fall 2018,GLG 259L
GLG 309,001,1768,"Wittke,James Henry/Wasylenki,Laura E",10,13,12,1,2,0,0,0,2,0,0,0,40,2.737,3.0,3,1.0573861328081182,,Fall 2018,GLG 309
GLG 360,001,4600,"Springer,Abraham E",8,5,2,0,0,0,0,0,2,0,0,0,17,3.4,4,4,0.7367883976130072,,Fall 2018,GLG 360
GLG 399,001,7209,"Smith,Michael Elliot",14,9,5,0,0,0,0,0,0,0,0,0,28,3.321,3.5,4,0.7723735149271022,,Fall 2018,GLG 399
GLG 435,001,1771,"Sample,James Clifford",7,14,7,2,0,0,0,0,0,0,0,0,30,2.867,3.0,3,0.8603661343041527,,Fall 2018,GLG 435
GLG 451,001,1578,"Springer,Abraham E",7,10,1,0,0,0,0,0,0,0,0,0,18,3.333,3.0,3,0.5940885257860046,,Fall 2018,GLG 451
GLG 470,001,2035,"Reid,Mary/Porter,Ryan",4,6,1,0,0,0,0,0,0,0,0,0,11,3.273,3,3,0.6466697906828632,,Fall 2018,GLG 470
GLG 470,002,2893,"Reid,Mary/Porter,Ryan",5,2,2,1,0,0,0,0,0,0,0,0,10,3.1,3.5,4,1.1005049346146119,,Fall 2018,GLG 470
GLG 101,001,2429,"Porter,Ryan",14,22,13,3,1,0,0,0,2,0,0,0,55,2.849,3,3,0.9486068005865301,,Spring 2019,GLG 101
GLG 102,001,1721,"Umhoefer,Paul John",13,17,4,0,0,0,0,0,1,0,0,0,35,3.265,3.0,3,0.6655516522273318,,Spring 2019,GLG 102
GLG 103,A,1722,"Porter,Ryan",14,3,1,0,0,0,0,0,0,0,0,0,18,3.722,4.0,4,0.5745131499601416,,Spring 2019,GLG 103
GLG 103,B,1723,"Porter,Ryan",7,7,3,0,0,0,0,0,1,0,0,0,18,3.235,3,4,0.7524469885568253,,Spring 2019,GLG 103
GLG 103,C,4658,"Porter,Ryan",18,1,0,0,0,0,0,0,1,0,0,0,20,3.947,4,4,0.22941573387056177,,Spring 2019,GLG 103
GLG 104,A,1724,"Umhoefer,Paul John",11,3,1,0,0,0,0,0,0,0,0,0,15,3.667,4,4,0.6172133998483676,,Spring 2019,GLG 104
GLG 104,B,2297,"Umhoefer,Paul John",5,4,1,0,1,0,0,0,0,0,0,0,11,3.091,3,4,1.2210278829367867,,Spring 2019,GLG 104
GLG 112,001,1725,"Thompson,Lisa Anne/Winsor,Kelsey",50,87,42,8,7,0,0,0,5,0,0,0,199,2.851,3.0,3,0.9728568805956622,,Spring 2019,GLG 112
GLG 112,002,1820,"Winsor,Kelsey",48,75,41,12,16,0,0,0,5,0,0,0,197,2.661,3.0,3,1.1644714138386865,,Spring 2019,GLG 112
GLG 112,003,1932,"Winsor,Kelsey",42,44,27,6,3,0,0,0,2,0,0,0,124,2.951,3.0,3,0.994634024778045,,Spring 2019,GLG 112
GLG 112,004,1939,"Winsor,Kelsey",42,46,25,6,4,0,0,0,1,0,0,0,124,2.943,3,3,1.018684566504725,,Spring 2019,GLG 112
GLG 112,005,1950,"Ellerbroek,Rebecca Anne",40,50,21,3,3,0,0,0,4,0,0,0,121,3.034,3,3,0.9278416178349727,,Spring 2019,GLG 112
GLG 112,006,1996,"Ellerbroek,Rebecca Anne",43,40,27,4,5,0,0,0,3,0,0,0,122,2.941,3,4,1.0519885741393018,,Spring 2019,GLG 112
GLG 112L,001,1726,"Stevens,Peter Aaron",14,6,3,0,2,0,0,0,1,0,0,0,26,3.2,4,4,1.1902380714238083,,Spring 2019,GLG 112L
GLG 112L,002,3205,"Kwiatkowski,Chad",26,2,0,0,0,0,0,0,0,0,0,0,28,3.929,4.0,4,0.26226526415648105,,Spring 2019,GLG 112L
GLG 112L,003,1727,"Beers,Rebecca Louise",16,5,1,0,0,0,0,0,2,0,0,0,24,3.682,4.0,4,0.5679003631895497,,Spring 2019,GLG 112L
GLG 112L,004,3206,"Broadman,Elinor Blue Saunders",21,5,0,1,0,0,0,0,0,0,0,0,27,3.704,4,4,0.668800005452637,,Spring 2019,GLG 112L
GLG 112L,005,1728,"Rees,Shannon K",22,3,2,0,0,0,0,0,1,0,0,0,28,3.741,4,4,0.5943705521611524,,Spring 2019,GLG 112L
GLG 112L,006,3207,"Kwiatkowski,Chad",23,3,0,0,1,0,0,0,1,0,0,0,28,3.741,4,4,0.8129997914936147,,Spring 2019,GLG 112L
GLG 112L,007,1729,"Gallo,Rose I",17,5,0,0,1,0,0,0,0,0,0,0,23,3.609,4,4,0.8913284485317718,,Spring 2019,GLG 112L
GLG 112L,008,3208,"Soder,Adrienne B",14,3,3,1,1,0,0,0,1,0,0,0,23,3.273,4.0,4,1.162174406295953,,Spring 2019,GLG 112L
GLG 112L,009,1730,"Rees,Shannon K",15,7,3,1,1,0,0,0,0,0,0,0,27,3.259,4,4,1.0594843663344555,,Spring 2019,GLG 112L
GLG 112L,010,3209,"Soder,Adrienne B",17,7,3,0,1,0,0,0,0,0,0,0,28,3.393,4.0,4,0.9560445408144769,,Spring 2019,GLG 112L
GLG 112L,011,1821,"Lodes,Emma Bilger",24,3,1,0,0,0,0,0,0,0,0,0,28,3.821,4.0,4,0.47559486560567094,,Spring 2019,GLG 112L
GLG 112L,012,3210,"Park,Rhys",16,4,2,0,1,0,0,0,0,0,0,0,23,3.478,4,4,0.9940534656094302,,Spring 2019,GLG 112L
GLG 112L,013,1822,"Lizzo,Christina Nicole",13,1,3,0,1,0,0,0,0,0,0,0,18,3.389,4.0,4,1.1447521637192346,,Spring 2019,GLG 112L
GLG 112L,014,3211,"Lizzo,Christina Nicole",12,10,1,0,0,0,0,0,3,0,0,0,26,3.478,4,4,0.5931093121225481,,Spring 2019,GLG 112L
GLG 112L,015,1823,"Rees,Shannon K",18,3,3,0,1,0,0,0,3,0,0,0,28,3.48,4,4,1.004987562112089,,Spring 2019,GLG 112L
GLG 112L,016,3212,"Kwiatkowski,Chad",14,3,0,1,0,0,0,0,0,0,0,0,18,3.667,4.0,4,0.7669649888473704,,Spring 2019,GLG 112L
GLG 112L,017,1866,"Gallo,Rose I",8,10,6,2,2,0,0,0,0,0,0,0,28,2.714,3.0,3,1.1818736805705576,,Spring 2019,GLG 112L
GLG 112L,018,3204,"Wiman,Charlotte",16,3,2,1,1,0,0,0,0,0,0,0,23,3.391,4,4,1.1175919907137444,,Spring 2019,GLG 112L
GLG 112L,019,1867,"Lizzo,Christina Nicole",16,3,2,0,0,0,0,0,2,0,0,0,23,3.667,4,4,0.6582805886043833,,Spring 2019,GLG 112L
GLG 112L,020,1933,"Pringle,Claire Kathleen",19,2,0,1,0,0,0,0,1,0,0,0,23,3.773,4.0,4,0.6853444168423419,,Spring 2019,GLG 112L
GLG 112L,021,1934,"Pringle,Claire Kathleen",15,8,0,1,1,0,0,0,0,0,0,0,25,3.4,4,4,1.0,,Spring 2019,GLG 112L
GLG 112L,022,1936,"Lodes,Emma Bilger",19,4,0,0,0,0,0,0,0,0,0,0,23,3.826,4,4,0.38755338788158983,,Spring 2019,GLG 112L
GLG 112L,023,3833,"Gallo,Rose I",10,10,0,1,1,0,0,0,0,0,0,0,22,3.227,3.0,4,1.0203555954301133,,Spring 2019,GLG 112L
GLG 112L,024,1960,"Pringle,Claire Kathleen",21,6,1,0,0,0,0,0,0,0,0,0,28,3.714,4.0,4,0.5345224838248488,,Spring 2019,GLG 112L
GLG 112L,025,1997,"Lodes,Emma Bilger",15,3,3,1,1,0,0,0,0,0,0,0,23,3.304,4,4,1.1455361035021452,,Spring 2019,GLG 112L
